SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
280580,1,Cash loans,M,N,Y,0,99000.0,284400.0,22599.0,225000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-12725,-148,-6617.0,-2148,,1,1,0,1,0,0,Low-skill Laborers,2.0
280584,1,Cash loans,M,Y,Y,0,135000.0,545040.0,25537.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.031329,-20767,-437,-8166.0,-4318,18.0,1,1,0,1,0,0,Drivers,2.0
280592,1,Cash loans,F,N,Y,0,103500.0,204858.0,11241.0,171000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-22317,365243,-3738.0,-1018,,1,0,0,1,0,0,,1.0
280615,1,Cash loans,M,N,N,0,225000.0,545040.0,26509.5,450000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.0096569999999999,-10154,-367,-7752.0,-2812,,1,1,1,1,0,0,Core staff,1.0
280634,1,Cash loans,M,N,N,0,135000.0,450000.0,27324.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.006233,-20714,365243,-4235.0,-4235,,1,0,0,1,1,0,,2.0
280663,1,Cash loans,F,N,Y,0,54000.0,472500.0,20146.5,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-18466,-1139,-2009.0,-1835,,1,1,1,1,0,0,Sales staff,2.0
280671,1,Cash loans,F,N,Y,0,180000.0,197820.0,15439.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-10174,-1538,-816.0,-2831,,1,1,1,1,1,0,Core staff,2.0
280682,1,Cash loans,F,N,N,0,157500.0,254700.0,27558.0,225000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.035792,-8460,-135,-3056.0,-1118,,1,1,0,1,0,0,,1.0
280720,1,Cash loans,M,Y,Y,0,90000.0,254700.0,14751.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00733,-9242,-202,-6744.0,-1897,29.0,1,1,0,1,0,0,Security staff,1.0
280727,1,Revolving loans,F,Y,Y,1,166500.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-14396,-2021,-8312.0,-4111,2.0,1,1,0,1,0,0,Cleaning staff,2.0
280732,1,Cash loans,M,Y,Y,1,67500.0,454500.0,25375.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.020246,-14458,-4391,-8272.0,-4095,6.0,1,1,0,1,1,0,Sales staff,2.0
280771,1,Revolving loans,F,N,Y,0,202500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Higher education,Single / not married,Co-op apartment,0.030755,-8297,-171,-787.0,-931,,1,1,0,1,0,0,,1.0
280780,1,Cash loans,F,N,Y,2,180000.0,607500.0,33084.0,607500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.00496,-12024,-1995,-1158.0,-1084,,1,1,0,1,0,0,Medicine staff,4.0
280788,1,Cash loans,F,N,Y,0,130500.0,495000.0,17779.5,495000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0145199999999999,-22815,365243,-3282.0,-3741,,1,0,0,1,0,0,,1.0
280809,1,Cash loans,F,N,N,0,117000.0,139500.0,11313.0,139500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00702,-15851,-2506,-7758.0,-4127,,1,1,0,1,1,0,Laborers,1.0
280819,1,Cash loans,M,N,Y,1,63000.0,715500.0,20920.5,715500.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.01885,-15655,-310,-4508.0,-4548,,1,1,1,1,0,0,Sales staff,2.0
280826,1,Cash loans,F,N,Y,1,112500.0,835380.0,40320.0,675000.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.00733,-19838,-12970,-1456.0,-3382,,1,1,0,1,0,0,Accountants,2.0
280858,1,Cash loans,M,Y,Y,0,157500.0,1800000.0,62568.0,1800000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-17935,-152,-4273.0,-1456,5.0,1,1,1,1,1,0,Drivers,2.0
280901,1,Cash loans,F,N,Y,0,103500.0,400500.0,19476.0,400500.0,Other_A,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-12511,-299,-374.0,-1858,,1,1,0,1,0,0,Sales staff,2.0
280902,1,Cash loans,M,N,N,0,225000.0,675000.0,32472.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-12911,-1799,-321.0,-2352,,1,1,0,1,0,0,Laborers,2.0
280907,1,Cash loans,F,N,Y,1,175500.0,526491.0,21267.0,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009549,-14771,-2320,-4503.0,-4467,,1,1,0,1,0,0,Sales staff,3.0
280914,1,Cash loans,M,Y,N,0,108000.0,208854.0,22288.5,184500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.031329,-11072,-195,-4866.0,-3454,17.0,1,1,0,1,0,0,Drivers,1.0
280974,1,Cash loans,M,N,Y,2,135000.0,135000.0,9018.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-10326,-956,-2161.0,-2220,,1,1,1,1,1,1,Laborers,3.0
280987,1,Cash loans,M,N,Y,1,135000.0,182016.0,13320.0,144000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010032,-11004,-1086,-4193.0,-2527,,1,1,0,1,0,0,Drivers,3.0
280998,1,Cash loans,F,N,N,1,112500.0,238500.0,12937.5,238500.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,0.006305,-11028,-660,-4600.0,-2571,,1,1,1,1,0,0,Sales staff,2.0
281030,1,Cash loans,F,Y,N,0,144000.0,1272888.0,37345.5,1111500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.016612,-15968,-401,-2413.0,-5394,12.0,1,1,0,1,0,0,,2.0
281031,1,Revolving loans,M,N,Y,1,90000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-12517,-402,-6623.0,-194,,1,1,0,1,0,0,Security staff,3.0
281046,1,Cash loans,F,N,Y,1,54000.0,258898.5,14175.0,175500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-15237,-134,-242.0,-4380,,1,1,0,0,0,0,,3.0
281084,1,Revolving loans,F,N,Y,0,180000.0,157500.0,7875.0,157500.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.005002,-8322,-1673,-8312.0,-980,,1,1,0,1,0,0,,1.0
281091,1,Cash loans,M,N,Y,0,157500.0,900000.0,26446.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114,-19338,-2347,-7177.0,-2883,,1,1,0,1,0,0,,2.0
281097,1,Cash loans,F,Y,Y,0,112500.0,647046.0,18670.5,463500.0,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-21057,365243,-2983.0,-4018,22.0,1,0,0,1,0,0,,2.0
281110,1,Cash loans,F,N,N,0,135000.0,808650.0,24601.5,675000.0,Unaccompanied,Working,Incomplete higher,Widow,With parents,0.018801,-19249,-2480,-3966.0,-2632,,1,1,1,1,1,0,Managers,1.0
281113,1,Cash loans,M,N,Y,0,157500.0,276277.5,21955.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-14420,-2517,-8511.0,-525,,1,1,0,1,0,0,Laborers,2.0
281129,1,Revolving loans,M,Y,N,0,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.015221,-8430,-277,-4619.0,-1104,12.0,1,1,0,1,0,0,High skill tech staff,1.0
281149,1,Cash loans,F,N,Y,0,306000.0,734166.0,49261.5,693000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-18927,-2978,-12634.0,-2435,,1,1,0,1,0,0,High skill tech staff,2.0
281152,1,Cash loans,F,N,Y,0,337500.0,351792.0,19215.0,252000.0,Unaccompanied,State servant,Higher education,Civil marriage,House / apartment,0.04622,-11778,-3135,-2291.0,-582,,1,1,0,1,1,0,Managers,2.0
281159,1,Cash loans,F,N,Y,2,247500.0,640080.0,29970.0,450000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-12554,-330,-6579.0,-2052,,1,1,0,1,0,0,Sales staff,4.0
281173,1,Cash loans,M,N,Y,1,135000.0,444420.0,24237.0,337500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018029,-17107,365243,-955.0,-421,,1,0,0,1,0,0,,2.0
281180,1,Cash loans,M,N,Y,1,225000.0,450000.0,21109.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006296,-15191,-1658,-2141.0,-4796,,1,1,0,1,0,0,Drivers,3.0
281210,1,Cash loans,F,N,N,1,216000.0,521280.0,26743.5,450000.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0.035792,-12686,-574,-4260.0,-3774,,1,1,0,1,0,0,,3.0
281213,1,Cash loans,M,N,Y,2,405000.0,83403.0,10026.0,72000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.018801,-14971,-3814,-3045.0,-4202,,1,1,0,1,0,0,Managers,4.0
281226,1,Cash loans,M,N,N,0,315000.0,701730.0,75573.0,675000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.008019,-9961,-1904,-393.0,-2063,,1,1,1,1,0,1,Cooking staff,2.0
281236,1,Cash loans,F,N,Y,0,247500.0,592560.0,32274.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00963,-16938,-3795,-10935.0,-479,,1,1,0,1,0,0,Sales staff,2.0
281242,1,Cash loans,F,N,N,2,225000.0,660096.0,18279.0,432000.0,Family,Working,Secondary / secondary special,Married,With parents,0.018801,-11468,-2476,-2899.0,-2891,,1,1,0,1,0,0,Sales staff,4.0
281273,1,Cash loans,M,Y,Y,0,180000.0,47970.0,5692.5,45000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.04622,-8498,-1898,-6355.0,-1157,1.0,1,1,1,1,1,0,Core staff,1.0
281286,1,Cash loans,M,N,Y,0,166500.0,1078200.0,34911.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-15755,-586,-404.0,-4012,,1,1,1,1,1,0,Laborers,2.0
281287,1,Cash loans,M,N,N,2,315000.0,454500.0,23337.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-13679,-580,-2226.0,-4501,,1,1,1,1,1,0,Managers,4.0
281327,1,Cash loans,M,N,Y,0,180000.0,341280.0,24961.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.02461,-12332,-381,-6430.0,-4032,,1,1,0,1,1,0,Laborers,1.0
281338,1,Cash loans,M,Y,N,2,292500.0,592560.0,35937.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-12897,-225,-1214.0,-4385,13.0,1,1,0,1,0,0,Laborers,4.0
281370,1,Cash loans,M,N,Y,1,112500.0,419679.0,20542.5,346500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.006305,-9884,-201,-1733.0,-2426,,1,1,0,1,0,0,Laborers,2.0
281394,1,Cash loans,M,N,N,0,56250.0,808650.0,26086.5,675000.0,Unaccompanied,Working,Lower secondary,Civil marriage,Rented apartment,0.010966,-17836,-1460,-8039.0,-1375,,1,1,1,1,0,0,Laborers,2.0
281421,1,Cash loans,M,Y,Y,0,540000.0,1159515.0,30586.5,1012500.0,Unaccompanied,Working,Higher education,Single / not married,Municipal apartment,0.016612,-13407,-217,-1046.0,-4315,6.0,1,1,0,1,1,0,Managers,1.0
281450,1,Cash loans,F,N,Y,0,65250.0,269550.0,14751.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-13386,-1310,-4279.0,-4312,,1,1,1,1,0,0,Laborers,2.0
281454,1,Cash loans,F,N,N,0,184500.0,1762110.0,48456.0,1575000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0031219999999999,-15828,-2484,-7966.0,-4368,,1,1,1,1,0,0,Security staff,2.0
281466,1,Cash loans,F,N,Y,0,135000.0,573628.5,29416.5,463500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-18510,-5050,-8948.0,-2039,,1,1,0,1,0,0,Waiters/barmen staff,2.0
281493,1,Cash loans,F,N,Y,1,112500.0,589050.0,30204.0,526500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-11956,-1965,-1106.0,-2776,,1,1,0,1,0,0,Secretaries,3.0
281510,1,Cash loans,F,Y,Y,1,157500.0,697500.0,66226.5,697500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.003069,-16680,-2477,-5084.0,-242,10.0,1,1,0,1,0,0,Managers,3.0
281524,1,Cash loans,M,Y,Y,0,360000.0,1006920.0,40063.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-16861,-2436,-1.0,-272,3.0,1,1,0,1,0,0,Drivers,2.0
281526,1,Cash loans,F,Y,Y,0,202500.0,500427.0,33984.0,432000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.020713,-19946,-6351,-2914.0,-2357,25.0,1,1,1,1,1,0,Core staff,1.0
281533,1,Cash loans,F,N,N,0,175500.0,900000.0,26316.0,900000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.0031219999999999,-19158,-9203,-12984.0,-2568,,1,1,0,1,0,0,Accountants,2.0
281541,1,Cash loans,M,Y,N,2,135000.0,675000.0,21906.0,675000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-16338,-2137,-7900.0,-4604,14.0,1,1,0,1,0,0,Drivers,4.0
281553,1,Cash loans,F,N,Y,0,157500.0,450000.0,27324.0,450000.0,Unaccompanied,State servant,Higher education,Married,With parents,0.006296,-12307,-967,-1430.0,-455,,1,1,0,1,0,0,Laborers,2.0
281558,1,Cash loans,M,N,Y,1,81000.0,345645.0,16942.5,243000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-12313,-1098,-1654.0,-4118,,1,1,0,1,0,0,Laborers,3.0
281577,1,Cash loans,F,N,N,0,135000.0,647046.0,19048.5,463500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.02461,-22822,365243,-1528.0,-4264,,1,0,0,1,0,0,,2.0
281585,1,Cash loans,F,N,Y,1,166500.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-11920,-1038,-1423.0,-2227,,1,1,1,1,1,0,Sales staff,3.0
281595,1,Cash loans,F,Y,Y,0,112500.0,343800.0,16852.5,225000.0,Family,Working,Incomplete higher,Separated,House / apartment,0.008625,-13487,-514,-1320.0,-2759,13.0,1,1,0,1,0,0,Laborers,1.0
281601,1,Cash loans,F,N,Y,0,153000.0,474363.0,28795.5,409500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-11591,-1713,-4966.0,-772,,1,1,1,1,0,0,,2.0
281612,1,Cash loans,F,N,Y,0,90000.0,86598.0,9454.5,76500.0,Family,Working,Secondary / secondary special,Widow,House / apartment,0.010147,-16893,-822,-2731.0,-419,,1,1,0,1,0,0,Security staff,1.0
281625,1,Cash loans,M,N,Y,0,135000.0,302206.5,16524.0,229500.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.003813,-11490,-495,-445.0,-3186,,1,1,0,1,0,0,Laborers,2.0
281631,1,Cash loans,F,Y,N,0,180000.0,424255.5,33646.5,346500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.0038179999999999,-8795,-910,-2739.0,-219,11.0,1,1,0,1,0,0,Laborers,1.0
281652,1,Cash loans,M,N,Y,0,90000.0,270000.0,28777.5,270000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.026392,-10712,-1577,-626.0,-2174,,1,1,0,1,1,0,Laborers,2.0
281673,1,Cash loans,M,Y,N,0,247500.0,1125000.0,33025.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-19455,-1650,-11548.0,-1599,9.0,1,1,0,1,0,0,Core staff,2.0
281683,1,Cash loans,F,N,Y,0,144000.0,900000.0,45954.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.028663,-14564,-281,-4898.0,-4247,,1,1,0,1,1,0,Cooking staff,2.0
281686,1,Cash loans,F,N,Y,0,112500.0,61128.0,6583.5,54000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.032561,-10464,-1131,-4870.0,-3038,,1,1,0,1,0,0,Laborers,1.0
281709,1,Revolving loans,F,Y,Y,0,67500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-11393,-335,-2614.0,-2785,28.0,1,1,1,1,1,0,,2.0
281718,1,Cash loans,M,Y,Y,0,112500.0,668304.0,32278.5,540000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-20986,-1233,-3038.0,-4458,23.0,1,1,0,1,0,1,Drivers,2.0
281746,1,Cash loans,F,N,N,1,135000.0,508495.5,22527.0,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-17201,-1993,-6073.0,-751,,1,1,0,1,0,0,Medicine staff,3.0
281748,1,Revolving loans,F,N,Y,1,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-13572,-1352,-924.0,-4953,,1,1,0,1,0,0,Sales staff,3.0
281755,1,Cash loans,F,N,N,1,67500.0,351792.0,19215.0,252000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.020713,-10321,-2588,-2690.0,-2743,,1,1,0,1,0,0,Medicine staff,3.0
281760,1,Cash loans,M,Y,Y,0,540000.0,668484.0,21694.5,558000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0072739999999999,-23105,-5134,-11.0,-4432,8.0,1,1,0,1,0,0,,2.0
281774,1,Cash loans,F,Y,Y,0,292500.0,1791000.0,73912.5,1791000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-19140,-1665,-5121.0,-2679,2.0,1,1,0,1,0,0,Accountants,2.0
281778,1,Revolving loans,F,N,Y,0,247500.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.0196889999999999,-16226,-2915,-5385.0,-3293,,1,1,0,1,0,0,Core staff,2.0
281799,1,Cash loans,M,Y,Y,0,315000.0,547344.0,19791.0,472500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.018634,-18307,365243,-5378.0,-1865,10.0,1,0,0,1,1,0,,2.0
281801,1,Cash loans,F,N,Y,0,135000.0,539100.0,29376.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.005002,-20632,365243,-3358.0,-3886,,1,0,0,1,0,0,,2.0
281809,1,Cash loans,F,N,Y,0,108000.0,446931.0,21865.5,369000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-17741,-506,-4786.0,-1292,,1,1,0,1,0,0,Cooking staff,2.0
281817,1,Cash loans,M,N,Y,1,157500.0,523237.5,24520.5,432000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.020713,-18510,-1879,-575.0,-1379,,1,1,0,1,0,0,Laborers,3.0
281833,1,Cash loans,M,N,Y,1,175500.0,450000.0,36211.5,450000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.01885,-10912,-1446,-10321.0,-3282,,1,1,1,1,1,0,Security staff,3.0
281837,1,Cash loans,M,Y,Y,0,180000.0,755190.0,36459.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-9004,-2427,-3475.0,-1576,2.0,1,1,0,1,0,0,Laborers,2.0
281856,1,Cash loans,M,Y,Y,0,90000.0,126000.0,14377.5,126000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.015221,-8486,-904,-862.0,-1015,8.0,1,1,0,1,0,0,Drivers,1.0
281866,1,Cash loans,M,N,Y,0,157500.0,404325.0,21933.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-14935,-1463,-9015.0,-4178,,1,1,0,1,1,0,Laborers,2.0
281878,1,Cash loans,F,Y,N,3,90000.0,544491.0,21226.5,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-13077,-2501,-5656.0,-4077,14.0,1,1,0,1,0,0,Sales staff,5.0
281883,1,Cash loans,F,Y,N,0,121500.0,409500.0,32350.5,409500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018029,-8568,-675,-7704.0,-1240,16.0,1,1,0,1,0,0,Managers,1.0
281889,1,Cash loans,F,N,N,0,90000.0,545040.0,26509.5,450000.0,Unaccompanied,Working,Lower secondary,Civil marriage,House / apartment,0.018029,-9948,-997,-992.0,-1943,,1,1,1,1,0,0,Security staff,2.0
281898,1,Cash loans,F,N,Y,2,90000.0,545040.0,25407.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-11177,-1615,-604.0,-2328,,1,1,0,1,0,0,Laborers,4.0
281918,1,Cash loans,F,N,Y,2,157500.0,1078200.0,31653.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.014464,-13229,-2090,-7294.0,-3310,,1,1,0,1,1,0,Cooking staff,3.0
281928,1,Cash loans,F,Y,Y,0,180000.0,997335.0,35464.5,832500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.00702,-10203,-3240,-337.0,-337,11.0,1,1,1,1,1,0,Private service staff,2.0
281966,1,Cash loans,F,Y,Y,1,225000.0,1125000.0,36423.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005084,-16511,-2402,-703.0,-64,16.0,1,1,1,1,1,0,,3.0
281976,1,Cash loans,M,Y,N,0,135000.0,733315.5,42876.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-13100,-129,-7125.0,-4405,6.0,1,1,1,1,0,0,Security staff,2.0
281983,1,Cash loans,M,Y,N,1,180000.0,348264.0,23404.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.014464,-10606,-268,-972.0,-3234,8.0,1,1,1,1,0,0,Drivers,2.0
282008,1,Cash loans,F,N,Y,0,103500.0,286704.0,14638.5,247500.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-18047,-514,-3463.0,-1577,,1,1,0,1,0,0,Laborers,2.0
282009,1,Cash loans,M,N,Y,0,90000.0,269550.0,14242.5,225000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.009334,-11767,-4196,-4438.0,-3921,,1,1,1,1,1,0,Laborers,1.0
282023,1,Cash loans,M,N,Y,0,168750.0,1006920.0,42790.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-15432,-245,-2710.0,-2968,,1,1,0,1,0,0,Laborers,2.0
282029,1,Cash loans,F,N,Y,1,202500.0,239850.0,28462.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.025164,-14204,-1288,-4732.0,-4732,,1,1,0,1,0,1,Private service staff,2.0
282052,1,Cash loans,F,N,N,1,135000.0,343800.0,16155.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,0.0038179999999999,-9957,-401,-3883.0,-2617,,1,1,1,1,0,0,,3.0
282057,1,Cash loans,F,N,Y,0,103500.0,225000.0,10620.0,225000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.026392,-8656,-1015,-8656.0,-1322,,1,1,0,1,0,0,Laborers,1.0
282061,1,Cash loans,F,N,N,0,94500.0,1288350.0,37665.0,1125000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.022625,-19055,-125,-4077.0,-1496,,1,1,1,1,0,0,Laborers,2.0
282064,1,Cash loans,M,N,Y,0,135000.0,1042164.0,44284.5,931500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.005313,-23286,365243,-6317.0,-420,,1,0,0,1,0,0,,2.0
282103,1,Cash loans,M,Y,Y,2,220500.0,781920.0,42417.0,675000.0,Other_B,Working,Secondary / secondary special,Married,House / apartment,0.022625,-11437,-2693,-987.0,-2735,8.0,1,1,0,1,0,1,Sales staff,4.0
282116,1,Revolving loans,F,N,Y,1,90000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0096569999999999,-14519,-3351,-1469.0,-4542,,1,1,0,1,0,0,,3.0
282119,1,Revolving loans,M,Y,Y,2,112500.0,157500.0,7875.0,157500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-10982,-1600,-4935.0,-3583,32.0,1,1,1,1,1,0,Laborers,4.0
282128,1,Cash loans,M,Y,Y,1,157500.0,314100.0,19111.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-13394,-4325,-1685.0,-4648,13.0,1,1,0,1,0,0,Security staff,3.0
282140,1,Cash loans,F,N,Y,1,90000.0,252000.0,13801.5,252000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-9216,-904,-4036.0,-1877,,1,1,0,1,0,0,Sales staff,3.0
282141,1,Cash loans,M,Y,Y,1,90000.0,254700.0,25321.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,0.018029,-16280,-372,-458.0,-4622,23.0,1,1,0,1,0,0,Laborers,3.0
282160,1,Cash loans,M,N,N,0,99000.0,183784.5,14863.5,148500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.00702,-8482,-1233,-5092.0,-945,,1,1,0,1,0,0,Laborers,1.0
282186,1,Cash loans,M,N,Y,0,180000.0,445333.5,47961.0,423000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.004849,-9891,-1189,-4450.0,-2380,,1,1,0,1,0,0,Low-skill Laborers,2.0
282191,1,Cash loans,F,Y,Y,0,90000.0,544500.0,17694.0,544500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.015221,-14374,-2035,-7227.0,-4591,16.0,1,1,0,1,0,0,Medicine staff,2.0
